review,num_stars
"Chanced upon a very unassuming fishball noodles stall and was rather impressed with their bowl of noodles!
I got their Signature Teochew Noodles ($5.50 for large) and I must say it came pretty generous with ingredients. From 2 rather large prawns to fish dumplings to huge chunks of braised mushrooms, there were many to savour! The noodles were soaked in quite abit of vinegar with pretty spicy chilli, and I fell in love with the old school taste that I very much remembered when I was young! I wouldn't say this is one of the best bowl of noodles, but definitely better than average.
This is one bowl to check out if you are in the area!
Lao Cai Shi Fishball Noodles",4
"[INVITED TASTING] Had a chance to try out the different desserts Butter Studio had to offer and here are some mentions:
Sea Salt Nutella Tart ($6.90): If you love your nutella, this is one to try. The nutella filling is so rich with the hazelnut chocolate flavours and what that impressed me was the tart pastry itself, as it was not too hard nor crumbly. Glad that it wasn't soft or soggy too! Definitely a fresh tart.
Summer Lemon with Coconut Meringue Tart ($7.90): not too sweet and yet refreshing, I love the citrus flavours coming through this one. The coconut flavours are subtle and not overpowering, complementing the lemon flavours well!
Red Velvet Cupcake ($3.90): really can't go wrong with this one, as its their all time signature. Soft cake with good cream cheese frosting. May get abit sweet towards the end!
Pistachio Gelato ($6): Glad that it's smooth and not grainy at all, with the nutty flavours of the pistachio coming in moderately strong. This is a creamier version but I believe the pistachio flavour can be stronger!
Thank you for the invite @burpple and thank you @butterstudio for hosting!",4
"Trying out another hotpot brand, and this was not bad!
We had a variety of soup bases, with the better ones being the collagen pork bone broth and the simmered chicken soup with herbs. The pork broth was rich, savoury and quite creamy, and the herbal chicken soup had a strong chicken flavour with pretty aromatic flavour coming from the herbs. Each soup cost under $4, which we felt was quite affordable too.
The seafood platter ($16.90 for half portion) came with a variety of seafood ingredients that range from scallops to prawns to clams. The ingredients were all quite fresh and we especially enjoyed the scallops, which had such a sweet umami flavour.
The Prawn Paste ($7.40 for half portion) was very flavourful too and we loved the texture as it seemed like it was almost entirely made from prawn meat!
For carbs, one should really go for their handmade noodle ($2.80 for full portion) which had such a great mouth feel due to its springy texture and it really soaks up the flavour of the broth you put into!
Total bill was about $80 for 2 which isn't too bad. They do have value sets that are at most $20 too that you can consider if you are on a budget!",4
"Was craving for some minced meat noodles, and I am glad that this bowl from Liang Chuan Fishball Minced Meat Noodles did its job. I got their middle sized portion for $4.50 and it came with quite a handful of ingredients and noodles. The noodles were springy and were well coated with their signature chilli sauce.
Their chilli sauce is definitely their highlight, due to its strong umami flavours coming from grinded shrimps. The chilli has a good heat as well and was not too spicy. So darn addictive!
The meatballs and minced meat were all pretty tender too. Definitely a bowl to satisfy my BCM cravings!",4
"Surprised to find yam coffee ($3) in an eatery but I must say this was really pretty good!
The coffee itself is of a strong traditional brew, not too bitter and quite smooth! It is sweetened by the yam syrup below, which adds an earthy flavour that does complement well with the coffee. Quite a unique flavour, but I actually would get this again!
If you love yam and coffee, why not!",4
"Finally tried this really famous pasta place and well there were hits and misses.
Radiatori with Cheese and Alfredo Sauce ($12.40) - we had fun making our own pasta creations and this turned out pretty well! The pasta had a huge number of ridges to catch the creamy sauce and cheese and it was rich and flavourful. However, I do find the pasta cooked abit too soft and they seasoned the dish with too much salt.
Gemelli with Prawn and Pesto ($17.30) - the pesto sauce was very delightful, with a good amount of creaminess and basil flavours coming through. Prawns were fresh and the noodles were al dente. However, this was abit too salty as well.
Calamari ($19.90) - honestly way too expensive. The squid rings were okay, nothing much to shout about.
Overall, it's definitely a place for more than average quality pastas but I wouldn't say one of the best. The ambience is really good for date nights though!",3
"Chanced upon this durian cafe and oh my this is one place every durian lover should go.
We got the Durian Sago ($8.50) which seems to be one of the signatures here. The desserts here are made with MSW durians and I definitely can taste the high quality durians used in this dessert. The mousse itself is thick, very rich and very fragrant, with strong decadent durians flavours. To accompany the mousse, you have abit of shaved ice that helps to keep the dessert cold and coconut nata de coco which was a complementary addition. You also have the scoop of what I thought was durian ice cream, but it's actually frozen MSW durian meat. Having the meat together with the mousse intensifies the durian flavours, but gives a more bittersweet flavour which we loved.
The Durian Roll ($8) was soft and isn't that rich, but overall a good Swiss roll. Definitely generous with the durian cream within the roll.
The durian sago is what I am willing to travel from the east for, when I'm craving durian desserts�",5
"Finally tried this western food stall in a pretty secluded area and it was really pretty good!
The Black Pepper Chicken Chop ($7.80) came in a pretty sizeable portion, with a huge amount of sauce given. The chicken was grilled well and was tender. The black pepper sauce was definitely savoury and very peppery, great for people who love the pepper flavour! Side were okay, nothing much to shout out about. This is like your old school western fare but definitely a better quality!
The Fish And Chips ($8.80) came with 2 pieces of fried fillet, which were fried well. The batter was light and crispy, while keeping the fish moist within. The fish was fresh and flaky! Paired with their tartar sauce, this is one good old school western fare.
Saw that there is stall selling cheap beers on tap, definitely getting those next time to accompany the food here �",4
"Every time I crave for durian desserts, this is one of my go-to places. Their Durian Mousse ($9.80 with double portion of D24 durian flesh) is very satisfying with cold durian cream that is thick and refreshing and durian flesh that is fresh and aromatic. It was so good we had to get 2 bowls to share!
We got their Mango Pomelo Sago ($4) as well, which was creamy and came with huge chunks of mango pieces that were adequately sweet. A standard Chinese dessert to order!
Definitely one dessert place to check out, especially when they open till late.",5
"Hidden in a neighbourhood in Boon Keng lies this pretty chill looking cafe which we happened to chance upon as we wanted coffee.
I must say our expectations came tumbling down as the service isn't friendly as we ordered our coffee. Our opinions definitely changed when we tried their coffee.
Their Iced Brown ($6) or Iced Mocha was incredibly smooth, with the strong coffee complementary their chocolate sauce very well. Both their coffee and chocolate were definitely of good quality and we were surprised how the coffee isn't dry or sour at the end! A very good brew, perhaps the best I've had yet.
Their Yuan Yang Affrogato ($6.80) consist of their Earl Grey Gelato with an espresso shot. Those 2 flavours definitely complemented really well, as the smooth aromatic coffee notes were augmented with some floral notes coming from the Earl Grey. So glad they managed to make the Earl Grey flavour strong and yet not too perfume like!
Definitely one of my top coffee places, as I can see that they do put a huge emphasis on their coffee. Perhaps maybe their service can be a little better, to make the whole experience a completely wonderful one �",4
"Have been seeing snaking queues at this fish soup restaurant for the longest time and glad that I finally tried!
The Red Snapper Fish Meat Steamboat ($60 for medium) came with several fish meat pieces and vegetable ingredients all heated using charcoal in the middle. The soup, being their signature, really did not disappoint as I was so surprised by the flavour of the broth. It is very robust and had alot of umami. You know they probably cooked fish bones in this for a very long time. The red snapper meat were meaty, though slightly mushy. Don't think this is the kind of fish we truly liked, though I didn't mind. Felt like though this may be a very good fish broth, its really expensive for the amount of fish meat given!
We also had to get their Prawn Paste Chicken ($15.80) which was fragrant and crispy, with pretty succulent meat. Definitely better than average.
Perhaps the magic question is if its worth the queue: I believe you can get good steamboat as well without the 30 min wait, but if the queue is shorter, this is something you can try!",4
"If you are a fish lover and don't mind picking out some bones, this will be a grilled fish from heaven for you. The full Grilled Striped Hokke Set Meal ($18.80) came with a really generous portion of grilled fish, which was so incredibly smoky and fatty. Although there may be some bones here and there, this is one meaty fish worthy picking out the bones for. Though I believe they can go easier on the salt as it was too salty, you can still taste the sweetness and freshness of the fish, coupled with the juicy rich flavours that the meat releases as they melt in your mouth. I think 1 whole fish may be too fatty for 1 person to finish, so perhaps you can order the half portion one at a cheaper price � This is one fish I will crave and will travel for. Will ask them to put less salt next time!
Uohama
Don Don Donki @ The Central Clarke Quay",5
"We happened to past by Don Don Donki's food court in Clarke Quay and we knew we had to get this one day.
The original mazesoba ($13, we added $1.50 for egg) came with a huge amount of different ingredients, which all blended well together after stirring everything in. Indeed flavours in this is quite complex, with umami coming from the meat sauce and the sharp flavours from the spring onions. The al dente noodles did well to catch all the sauces and ingredients!
The white vinegar is to be added halfway through the meal, when the noodles may start to get surfeiting. The added sourness reminds me of extra black vinegar on my bak chor mee, which is really welcoming!
To end off, don't forget to ask the chef for a small portion of rice to mop up all the delicious sauce � Definitely a place to consider when you're here in Clarke Quay!",4
"I know many rave about their grilled chicken and breaded chicken mains together with their delicious sides, their Garlic Butter Mussels (~$7.50) are really to die for as well. I'm so glad I got this too when I ordered takeaway, as it came it generous portions and was absolutely delicious! Each fresh sweet mussels were well drenched in the garlic butter sauce, which has strong umami flavours coming from the garlic, and had a good rich creaminess that is addictive. Pair this sauce with their mushroom rice and it's a definite party in the mouth. Definitely giving this a must try rating!",5
"Hidden within a neighbourhood lies a homely ice cream cafe, with quality waffles and ice cream we loved!
Flavours of ice cream we got were:
Yakult Grape: very refreshing, each mouthful comes with a punch of grape flavour and a sour yogurt like aftertaste. Best for a hot afternoon!
Peanut Butter Oreo: this rendition isn't grainy at all, and I loved the deep peanut flavour that hits you straight and chocolatey oreo bits that comes after as you bite them.
Brownie: this is my personal favourite, as the chocolate flavours are really rich and strong. Very incredibly smooth and decadent.
Black Sesame: milky and slightly earthy, we felt like the black sesame taste isn't strong. Sadly this was our least favourite.
The waffles were really delightful, as they were crispy and airy, with a slight fluffiness within. Definitely a good non heavy waffle to have after a filling meal! Each double scoop waffle is $12.50.",4
"Finally sank my teeth into their all famous salted egg pork ribs ($14 for small portion) and I can definitely see why people rave over their rendition of this signature zi char dish.
The pork ribs were coated with a very generous amount of incredibly rich and creamy salted egg yolk sauce. The sauce even had chunks of salted egg yolk within, adding extra punch of flavour. The pork ribs themselves were moderately tender and still somewhat retains its outer crispness. Indeed extremely satisfying, but best shared with people to reduce its ""gelat"" effect.
The Salted Fish Fried Rice ($6 for small) came pretty generous as well and really has the smokey flavour. Although it can be a little too salty, it is still great to share around �
Definitely coming back when I'm craving salted egg pork ribs!",5
"[INVITED TASTING - PROMO BELOW] Had a fantastic time with Chef Terence in his new establishment @therestaurantmia, and we were so pleased with the food and here are some of my favourites:
Sticky Date Pudding (pictured behind) ($14) - now we have come to the desserts, and this really hits the spot. Imagine soft cake paired with a rich vanilla ice cream and salted caramel sauce, its a wonderful combination! The salted caramel was really rich and flavourful and I really love the crunch coming from their homemade crumble! Wonderful dish to end the night �
Really want to say a big thank you to @burpple for the invite and @therestaurantmia for hosting us! We really had an enjoyable and a wonderful time �
Simply say ""I LOVE MIA"" to any off our staff at the end of your meal to receive an additional 15% off your meal! 15% will be discounted off the other menu items after the usage of Burpple beyond 1 for 1.
*Please approach Mia's staff for any clarifications. Mia Management reserves all right to change the terms and conditions of the deals.*
Promotion valid until 30th November 2022.",4
"With Simple Cafe moving closer to the east where I stay, we had to give it a try.
We ordered 2 coffees and 2 different bakes. The Spring Onion Amann ($7) is a very interesting take of the usual kouign amann, as it is a savoury pastry. The outer crust is beautifully crispy, and you get a good bold flavour from the spring onion slices within. The egg on top is a beautiful addition, as it adds another dimension to the pastry.
The Vanilla Donut ($4.5) was really soft and fluffy and nicely coated with sugar to give it an additional satisfying crunch. The vanilla custard is not too sweet and has a good vanilla taste!
Now to their coffee. Their mocha ($6.50) is okay though I feel like their chocolate syrup is a little lumpy.
We swapped out the hazelnut espresso you see in the picture for hazelnut latte ($7) that is not in the menu, and wow this is probably the best hazelnut latte I've had. The syrup they put in definitely isn't artificial and has very fragrant nutty flavour. Pity it came in a small cup!",4
"Saw this really popular Chinese dessert stall and really couldn't resist their chendol!
Their chendol ($3.2) is drenched in a lot of coconut milk and a really thick gula melaka syrup, which makes it so satisfying and addictive. It's not too sweet and has the savoury touch, making it not surfeiting. They were generous with the beans and pandan jelly as well.
We tried their other desserts as well and they were good but not too impressionable. If I'm around the area I might probably come here for their desserts, especially the chendol!",4
"Heard about this Korean bbq restaurant where Koreans go to have their bbq cravings and sure enough it's authentic and really good!
We had the dual pork set ($59) which comes with a thick pork belly and marinated pork neck. The pork belly slices were indeed cooked very well, with a beautiful crust and tender juicy meat within. The gamey pork taste isn't very strong as well! The marinated pork neck is surprisingly very tender, with a sweet and savoury marinade.
We added a portion of seasoned King size beef ribs ($41.90) and had no regrets as the beef was so tender and flavourful! Perfect with salt and pepper given on the side.
The set comes with steamed egg, a stew and a variety of side dishes. I must say I really love their kimchi, as it isn't too sour and spicy�",4
"This seemed to be a popular zichar stall and we left impressed!
At first we didn't want to order the Grilled Sotong ($18 for small) but the owner convinced us otherwise. As I quote: ""This is our signature. If its not delicious, I will refund for you"". With such guarantee, we had to get it � I must say, it was really pretty good! The portion came pretty generous and the squid was fresh and not chewy. There is quite a bit of smoky flavour as well! Best to pair with the squid is their secret green sauce, which the owner refused to disclose its ingredients.
The salted egg pork ribs ($12 for small) also came in quite sizable portions, with its meat tender and well coated with a strong salted egg sauce that isn't too dry.
Now we come to their fish head steamboat ($30), which was huge! The soup is very robust and you can tell its boiled over long hours. There were many fish head chunks that had alot of meat, and they were so sweet and fresh! The soup is really addictive and we had to ask them for a free refill.
Definitely one of the best zi char experiences I've had, especially with the owner being so friendly and cheeky. Will definitely be back!",5
"Actually my first time to this hawker centre and was so impressed by the halal fare!
We tried the Ayam Penyet ($7) from Adam Chicken Rice and first of all, the portion is huge! Digging your spoon into the chicken thigh triggers a satisfying crunch from the crispy skin and reveals juicy and flavourful meat within. The rice is flavoured with chicken stock and was fluffy! If you like your food spicy, their chili definitely has the punch. A dish I have no complaints about!
Another dish we ordered was Soup Kambing ($8) from Bahrakath Mutton Soup King, and it was so impressive that I couldn't take a good picture before it was gone� The soup itself was such a thick broth and had a wonderful herbal flavour. Mutton meat within were very tender too. Love this so much!
We also ordered satay on the side as well from Zaiton Satay ($0.80 each) and although they were slightly tough, the meats were so flavourful and addictive. Definitely a great addition to the mains.",5
"One of the more famous roast meat stalls around, Jiu Jiang Shao la's roasts may be leaner, but they do pack with flavour.
Their char siew pieces were roasted well though a little tough due to the cut of pork they use. Nonetheless, paired with their sweet savoury sauce, this still hits the spot.
The roast pork was okay, with the skin just slight crispy.
Their roast duck is the best among the 3, as they were tender and very flavourful. Definitely can taste the different herbs and spices used!",4
"If you are looking for some good Chinese skewers with drinks, look no further! I've been here multiple times and the standard still remains high.
Using #burpplebeyond, we got 20 for 20 skewers, and chose a variety from beef to mutton to seafood and vegetables. We loved how the meats were tender and flavourful! Incredibly smoky, each bite has a savoury kick coming from the chosen seasoning.
My favourites include the prawn and shishamo, as their shells and bones can be eaten as well for the satisfying crunch and seafood umami and most importantly, they were fresh!
To wash all the savouriness down, be sure to get their yuzu frozen beer, as it has an extra refreshing citrus kick. Very shiok!
Bill was about 128 for 3 and the portion was just right for us!",5
"Always a fan of their brunch fare, but sadly this pasta did not meet my expectations.
I had the Mushroom Bacon Truffle Alfredo ($15) and pasta noodles were overcooked and the sauce was too watery in my opinion. However, the nacon pieces were well sautéed and did give the dish their umami flavour. There was a strange flavour in the dish, not sure if its the truffle oil?
With the 20% off main dish from #burpplebeyond, perhaps it can be better used on their brunch fare!",3
"Had a dinner at this posh Italian restaurant and the food here is pretty good!
We got the Quattro Formaggi ($26) that contains a variety of cheeses on the pizza that makes this pizza taste pretty decadent! The cheeses complement each other well and has a savoury flavour. I love the addition of walnuts and grapes on the pizza as you do feel like you're having a cheese platter on a pizza � the crust is crispy and fluffy too, and has the smokey flavour from the wood fire oven.
The Salmon Pasta ($27) has quite a good amount of smoked salmon pieces that were torched for extra smokiness. The pasta are of a thicker Linguine, and are al dente. They do catch the creamy mentai sauce well and each mouthful has a very satisfying rich taste.
This place is definitely great for date nights! Very chill and posh ambience with good food �",4
"[INVITED TASTING] I am no stranger to this posh restaurant with delicious food as I have been here quite a few times, and I was so glad for the chance to try their course menu! Here's some dishes that we had:
Pan Fried Red Snapper: The fish was really fresh, grilled to perfection with a nice flaky meaty bite to it! The creamy sauce pairs well with the fish and their mashed potato under really doesn't disappoint!
Beef Cheeks Bourguignon: Really tender, the flavourful beef cheeks were well braised in the red wine sauce. If you love beef, this is one dish to go for. Love how the onions were charred for extra smokey flavour!
Local Duck Leg Confit: I have always been a fan of duck confit and I am glad this rendition is well executed as well. Though the skin may not be really crispy, the meat was tender and flavourful. Love the orange carrot mousse that helped to cut the fatiness of meat!
Australian Pork Belly: Don't mistake this as fish as you put your knife through this delicate meat; it's really the most tender pork belly I have encountered! The skin is just slightly crispy and the pork does not have the gamey taste. Bloody well done.
Boston Lobster Coconut Laksa ($48): Managed to try this although it's not part of the course menu. Definitely the most extravagant laksa I've seen, but not the best tasting. The lobster is definitely fresh, but we felt like the broth is abit lackluster as it isn't thick and flavourful.
William Pear Crumble Tart: Now moving on to desserts, I love the tart more than the cheesecake, due to its fresh buttery tart pastry, and its sweet yet decadent filling. This pairs well with their lavender ice cream, which is aromatic but not too perfume-like. Wished that the ice cream has less water content though!
Most of their dishes really hit the spot and the ambience really makes it date worthy. The course menu is available on #burpplebeyond and going for $85 for 2 pax. Definitely coming back again soon! Thank you @burpple for inviting and @perchsg for hosting!",4
"If you love your durian, this is a wonderful place to indulge in your cravings! The whole cafe is filled with the beautiful fragrance of fresh durian and we loved the dessert we got!
The durian chendol ($5.30) may be a small bowl, but it is packed full of flavour coming from the coconut milk and gula melaka and they gave a good scoop of fresh durian flesh that smooth and really fragrant! Definitely a heavenly bowl to share.
We got a quarter roll of their durian roll ($6.50), and we loved that the cream itself contains durian flesh! The flavour of the cream isn't as strong, but it is definitely more creamy. Overall a pretty good cake!",4
"Always wanted to try their fish soup and I must say I was definitely impressed! I ordered the usual batang fish soup ($6.80) and I was delighted that the soup has a robust flavour coming from boiling fish bones and perhaps dried fish flakes. The soup isn't too salty and has extra interesting ingredient: salted vegetables. They definitely added umami to the already flavourful soup!
The fish slices itself were generous, and were extremely fresh. With natural sweetness, each slice also had a bouncy texture that I loved! Definitely a good bowl of fish soup I crave on rainy days!",4
"Had a chance to eat at this really popular teochew restaurant and I must say food here were executed really well!
For a start we had teochew cold crabs ($45 each) and they were so fresh, meaty and full of roe! The crab roe were rich and creamy, and did not have a foul smell.
Another authentically teochew dish we had was the Pork Jelly ($15) which was rich, gelatinous and meaty! Perfect with the chilli sauce �
Another dish worth mentioning is their Pig Trotters, which appears to be an off-menu item. The pork trotter was well braised in a savoury sweet sauce, and the meat was probably the most tender I've ever had! The sauce goes very well with some mantou, so be sure to get those!
Their Yam Ring ($18) was executed well too, with the yam itself fried very well as it was crispy on the outside, and creamy inside. The mixed vegetables inside were not overcooked definitely!
As for the mains, the Cai Poh Kway Teow ($12) is worth a mention, as the wok hei is strong in this plate and it was so flavourful with all the salted vegetables!
Will be back again! Seems like a wonderful place for family gatherings �",5
"One of the many dessert cafes in bedok, Denzy Gelato is popular to many living around the area. We had their double scoop waffles, with their Yuzu Mango and Mocha Crisps gelato flavours. The Yuzu Mango was extremely refreshing, especially when it's like a sorbet. The fruity tangy flavours come through strongly, making this perfect for a hot day! The Mocha Crisps had a moderately strong coffee flavour, smooth and not too acidic and had fun crispy chocolate balls within.
The waffles itself is the very airy kind and not too doughy. Pretty much the whole outer layer is very crispy! Wonderful cafe to go to if you are around the area!",4
"If you fancy a good plate of hokkien mee with strong seafood broth and loads of garlic and pork lard flavours, this is it. Their $7 portion came in generous portions, enough for perhaps 2 small eaters or 1 big one! This is a wetter kind of hokkien mee, which tend to come with less smokey flavour but more savoury broth flavour!
If you think you had good hokkien mee chilli so far, think again. Their chilli comes with an extra main ingredient, ikan billis! Those fried anchovies definitely gave an extra umami to the already flavourful and spicy chilli.
Absolutely recommended and definitely will come again!",5
"Now this is another fish soup in the east I would travel to eat! Their fresh fish soup ($4.50) is filled with a variety of ingredients, including fresh fish slices that had such s good bite! The fish slices were naturally sweet as well. What's best is their soup broth that not only has the taste of fish stock, it took on the flavour of fried egg pieces as well. Now that's one good fish soup to be added to my list!",4
"Although not the friendliest staff working at this Yong Tau Foo stall, the food quality here is indeed not bad! Chanced upon this stall with a constant queue and did not have any regrets.
I got noodles with 6 ingredients and paid about $4-5 and the portion was really big! The staff will ask if you would like them to fry the fried ingredients and doing so really did made those pieces taste much nicer, though much oiler.
I actually really liked the soup, as you can taste the flavours coming from the soy beans. All ingredients tasted great with their chilli sauce, which packed a savoury punch. Definitely a stall I wouldn't mind eating again if I'm around the area!",4
"Had a chance to go for the distillery tour and it was such an interesting experience learning about the roots of this distillery and how gin is made.
The tour comes with a welcome drink, that is mainly using calamansi juice and their very own dry gin. Absolutely loved the flavours coming from this cup, as it is tangy, refreshing and beautiful herbal taste of the gin makes this very pleasant.
The tour also comes with a tasting flight, with 3 of their gins. With the Singapore dry gin being herbally, butterfly pea being florally and the pahit pink being spicy and smoky, we loved butterfly pea the best. Paired with just tonic, it's extremely smooth and pleasant, with the floral flavours coming through strong.
With such beautiful vibes and service, I can really see myself coming back to have good gins and fun times with friends and loved ones. Will be back again!",5
"Have heard about their unique omakase where you get enormous quantities of ikura and we were pretty impressed!
The standard omakase ($128) comprises of 9 courses and there is indeed a huge variety. From sashimi to tempera to grilled dishes, they have them all. These are just some of the dishes we had during the course and I must say I was very surprised by the beauty of the plating of their dishes!
As for the food quality, all dishes were of decent quality definitely. The sashimi pieces were decently fresh and the Wagyu Beef was pretty tender but not melt in the mouth though. Though I must admit I was not expecting much when I was served corn, but that is probably the sweetest, juiciest and most delicious corn I've had.
If you love your ikura, this is definitely a place to check out. To make it less painful on your wallet, you can get some discounts via @chopesg vouchers! Definitely a place to bring your loved ones for a celebration!",5
"Excited to know they have opened this other outlet and I'm even more impressed with the food here! We had a variety of food to share including pastas, mains and some sides.
We got the Pesto Chicken Pizza ($20) and the Spanish Chorizo & Jamon Iberico Ham Pizza ($25) and I loved how the crust were not so thick, but really absolutely delicious. The outside is crispy and the inside is chewy. The Pesto Chicken had a generous amount of fresh Pesto sauce, giving this pizza a good earthy flavour. The Jamon Iberico Ham on the other really gave the pizza earthy smoky yet rich flavours and I'm really in love with this one!
Although the Honey Glazed Pork Ribs ($29) weren't the most tender, but they still fell off the bone pretty easily and full of savoury smoky flavours! Glad that they were meaty as well and had enough to go around. The wedges were legendary, as they were so crispy on the outside and so creamy on the inside.
The Atlantic Salmon ($25) came with some beautiful creamy mash, that is flavourful as well. Salmon itself is quite a huge piece, very fresh and definitely cooked just right. I love how they managed to make the skin really crispy!
The 2 sides we ordered, Shoestring Fries ($6) and Tater Tots ($6) came in generous portions, and they were very well fried and so addictive! Definitely good sharing portions.
So glad the dishes except the sides were 1 for 1 with #burpplebeyond and definitely will be back!",4
"If you are looking for quality Cantonese fare, this is one place to look out for! Although abit pricey, most of the food here do have a certain standard, especially the fried spam fries here that is coated with salted egg sauce � not only the batter is crispy, the salted egg sauce is rich and creamy and that makes it really addictive!
Sadly, I was not able to take photo of some main dishes that we've ordered, but I do remember the roasted pork belly and fried Hong Kong noodles being the main highlights. The roasted poor belly came in really thick pieces, with the skin being really crispy and the meat absolutely tender and succulent. Indeed one of the best roasted pork belly I've had!
The Hong Kong Noodles, though looked simple with just thin noodles and sautéed vegetables, were packed with loads of flavour. The noodles were well springy and were rather smoky too!
I remembered we ordered a huge variety of dishes and each person paid about $25. If I'm craving Cantonese dishes, I might consider coming back again!",4
"Had a chance to try their Truffle mushroom noodle bento ($12.90) and was really impressed! The springy noodles were well coated with very umami packed sauce that has both good elements of a strong mushroom and truffle oil flavour. The mushrooms were well braised and were springy as well! The dumplings I chose for the set were chilli prawn filling, and I liked it due to its strong prawn flavour, with a heat that kicks in after. The appetiser bean sprouts were well seasoned with vinegar, making them really addictive! I must say this is a well rounded meal, great to order back to office during lunch!",5
"If you like your burger sloppy, the double cheeseburger ($9.90) is one of the best ones I've had. Think 2 incredibly juicy and succulents smashed patties, with a good overall smoky crust and relatively strong tasting cheese. Each bite is full of flavour, making this really sinful yet heavenly! I really do find this outlet much better than the other outlets I've had. The addition of fries and drink ($4.90) was alright, but the burger really won me over. Definitely be back if I'm craving good burgers!",4
"Operating this restaurant is a Korean family that do give very homely service, and I must say their food is really homely tasting too!
Don't be surprised to come in the restaurant without a menu, as the family decides on the menu for you. Their lunch set ($17.90 but varies) comes with about 9 side dishes with soup and rice and all of them were pretty delicious! Don't expect their food to be incredibly flavourful, as they were not oily nor too salty, making them taste like home cooked food.
Fruits and waffles were also served after the meal and I was so surprised to know that their waffles were mochi waffles! Really satisfying with the crispy exterior and chewy interior. Definitely recommended to those who are around the area!",4
"Found out that this stall just opened in golden mile and I must say I was really pretty impressed with their noodles!
Their Ah Gong Signature Noodles ($5.50) came with an abundant amount of ingredients, including pork balls, pork slices and pork liver. Their pork slices are pretty tender and though their pork slices may be thin and some were overcooked, they were not gamey at all. Soup is not too sweet and is flavourful!
Their noodles were tossed in a very old school flavoured sauce, that used mainly chilli, ketchup, vinegar and lard. The addition of fried shallots definitely gave the noodles more umami flavour. Loved how they were springy too!
Definitely a satisfying bowl for lunch! So glad I added more noodles �",4
"Known to be one of the best shao la or roast meat stalls in Singapore, I must say their meats are really of standard.
We got 3 different meats and an egg for 2 pax ($19.30) which we do find slightly more expensive than other places. The roast pork belly pieces were very well executed, as the skin is not only really crispy, but airy as well. The meat itself stays succulent and flavourful. The roast duck pieces were tender and flavourful from the herbal ingredients used to season it.
I believe the winner of all their meats is their char siu, as not only it was really tender, it comes with a layer of pork skin which was well caramelised with the sweet savoury sauce around the meat. I dare say this is one of the best char siu I've had.
Their chilli sauce are to be commended as well, as they not only pack a punch, they were savoury and garlicky too. Perfect with rice!
Definitely worth a visit if you are around the area!",5
"Rice noodle rolls are pretty common in most parts of Singapore, but this stall offers something unique. Their Rice Noodles Roll with Dough Stick ($4) is really pretty simple with just the usual fried dough stick wrapped with rice noodles, but actually really delicious! The contrast in textures between the silky smooth but chewy rice noodles and the crispy airy dough within was really much appreciated! The simple soya sauce gave this dish a satisfying savoury kick. Definitely a dish recommended to share!",4
"Always loved the food in this cafe, and the dishes I tried today is good as always!
The Truffle Bacon Mushroom ($18) is really the winning dish for today, as the flavour was on point on so many areas. The pasta was al dente and it was coated well with the creamy truffle sauce that had a good amount of truffle oil flavour and was not too cloying. The bacon pieces were very well fried, giving so much flavour to the pasta itself. The mushrooms gave even more umami to the dish, making this a very addictive one!
The Pork Chop & Sweet Mash ($19) was interesting, as they used sweet potato to make the mash, giving it a sweeter touch. The grilled pork chop was well seasoned and grilled, with really satisfying fatty parts around the meat. The meat itself can be a little tough though!
The Plus Burger ($20) was pretty wholesome altogether with the thick bacon and flavourful sauce within, but the patty can be abit dry on its own.
The Truffle Tatertots ($11) were wonderfully crispy and creamy within, but it did get soggy after a while. Truffle taste isn't strong in this one.
The Mocha ($6) was great, with a good balance between the earthy chocolate flavours and the aromatic coffee brewed. Not too acidic and milky!
So glad that we had #burpplebeyond, as it helped to cut 30% off our bill! Definitely a wonderful place and will be back for more �",5
"Always been a fan of Matchaya desserts, and their parfait ($16.80) did not disappoint either.
The parfait came with 4 scoops of soft serve, though it was supposed to be all of their available flavours, sadly they ran out of black sesame and hokkaido milk that day. We had the houjicha and Matcha soft serve then and both were so rich! Loved the roasted flavours coming from the houjicha, and the aromatic tea flavours from the Matcha. It also came with popped rice, mochi and azuki, which we thoroughly enjoyed as it goes well with the soft serve. It's good for 3-4 to share and satisfy your matcha cravings!",5
"Saw that this restaurant is recently available on #burpplebeyond and had to give it a try! We got the Bara Chirashi Don ($28 1 for 1 with #burpplebeyond) and the Wagyu Beef Don ($32 1 for 1 with #burpplebeyond).
Both portions were quite big, though we realised that it's mostly rice. The chirashi don came with rather huge chunks of salmon and tuna pieces which were pretty fresh! I liked how the rice is seasoned lightly with vinegar, making it extra tasty with the sashimi pieces.
Though we felt like the beef slices were rather thin in the wagyu beef don, they were indeed tender and flavourful. Wished that the rice can be drenched in a certain sauce, as it was a tad dry eating it alone.
Food may be okay, but we felt like its abit pricey without the burpple beyond discount. Wouldn't be too sure that we will be back without the discount!",4
"Honestly, I wouldn't think of getting coffee from this cafe in tampines 1, but thanks to burpple beyond, I found another good coffee place!
We got the Dalgona coffee ($7.90 1 for 1 with #burpplebeyond) and we were surprised that it isn't too sweet! The coffee beans used is very fragrant, neither too acidic nor too bitter, and the dalgona or caramelised sugar did add a earthy caramel flavour to the coffee. Coffee is thick but not too milky. A pretty good cup of coffee indeed!",4
